Var1_1,Var1_2,Var1_3,Var1_4
-63489.5724236682,-10553.8834314183,-32.3198662656245,64.79165502
-63354.2096783139,-10267.6218659427,84.5724022869171,65.03817174
-63253.6778931271,-10084.080692389,166.548343674567,65.27796071
-63198.7986089714,-9979.03449724756,202.200851493016,65.51110721
-63100.5695748517,-9799.37167742132,268.750627805001,65.73771206
-63044.2678896506,-9727.42268507669,305.716648817007,65.95789108
-62984.4415696873,-9642.54138740787,337.046681527956,66.17177455
-62866.4136843819,-9424.53278395391,407.974997826475,66.37950665
-62760.8921355766,-9248.39045122536,473.259422685737,66.58124496
-62675.3093040651,-9137.4862088259,511.850694842392,66.77715984
-62547.0806641605,-8936.94821484925,577.401186854862,66.96743389
-62449.3754203051,-8768.38721524816,621.900708589371,67.15226139
-62316.6843506857,-8546.08834940564,678.234755857008,67.33184771
-62230.2476563372,-8385.23412993549,715.589697755236,67.50640876
-62122.2832802227,-8224.38731169401,751.487855886375,67.67617036
-62050.7641652796,-8160.28891106861,778.912869554379,67.84136769
-61874.1843720546,-7929.49012146572,839.17640138234,68.00224479
-61748.7312374714,-7753.00284145261,884.022265201468,68.15905389
-61535.5385123546,-7450.3114847803,944.932890074436,68.31205469
-61413.054785453,-7284.71092872243,978.923115122331,68.46151429
-61325.0706476049,-7158.98438350828,1004.1386060325,68.60770579
-61161.651250713,-6942.81992884182,1038.97498884668,68.75090859
-61118.9581765708,-6911.86531467653,1055.89693903523,68.89140739
-61075.8356995994,-6872.31817497267,1065.85509462846,69.02949159
-60991.303648606,-6822.762715411,1092.95004283868,69.16545469
-60788.497941564,-6560.61587152237,1135.07662686761,69.29959419
-60600.8895656198,-6329.03678081868,1166.55284418948,69.43221059
-60425.8195591037,-6121.63949313474,1090.38962707875,69.56360679
-60267.7573305036,-5963.75417452375,1232.49226359028,69.69408809
-59973.685355967,-5601.29345330368,1277.99804119902,69.82396119
-59754.6024822837,-5350.42142888714,1307.22887229885,69.95353389
-59769.855722354,-5352.56365082517,1300.95862959385,70.08311439
-59942.2475081139,-7312.77877773905,1709.2170795512,70.21301109
-59884.086412777,-7115.47631835674,1623.65135037642,70.34353189
-59804.3040009871,-6974.41473945064,1629.78930583813,70.47498369
-59670.0970534871,-6862.79272556837,1650.8560410863,70.60767229
-59308.0690584306,-6419.62652751235,1713.77968703596,70.74190129
-59167.9525536327,-6308.84111864494,1732.54151150836,70.87797219
-59019.2230253347,-6166.54434485745,1761.32486368175,71.01618389
-58767.3062353867,-5882.62044089373,1785.79251144138,71.15683199
-58404.4318060807,-5554.7354862718,1830.02311841811,71.30020859
-58395.1627988258,-5550.79967750637,1837.25683766667,71.44660189
-58161.4632257156,-5410.48851512854,1866.01881412633,71.59629579
-57717.9697284066,-4942.35673819371,1898.8748865769,71.74956929
-57489.6426178716,-4765.39786644674,1926.485953967,71.90669669
-57256.7870903754,-4623.22785284407,1957.20527886744,72.06794649
-57089.5733297348,-4498.43106503916,1971.01197849369,72.23358189
-56682.079957347,-4087.20549058143,1984.02280104377,72.40385969
-56097.4448551438,-3487.82700945682,1991.84896568319,72.57903039
-55706.6460042496,-3163.13790877951,2002.53621806085,72.75933789
-55327.3759766426,-2867.30692530232,2022.19902622318,72.94501929
-55098.9710742204,-2667.06965133863,2017.78804077664,73.13630419
-54591.4827747806,-2209.13449822205,2004.20930663227,73.33341489
-54369.7347343834,-1976.57877845079,1999.96112526779,73.53656599
-53862.5781390813,-1551.47078982332,1991.13282531875,73.74596399
-53573.6472001063,-1322.24433923988,1982.44117373238,73.96180759
-52965.1742536617,-792.619741503637,1961.81007704839,74.18428679
-52688.0447574775,-536.694308457896,1937.95240767552,74.41358319
-52401.060993515,-292.160201401543,1920.04198476349,74.64986969
-51799.2856810884,159.710266553429,1902.17759237568,74.89331039
-51143.9632919628,624.662204982016,1890.05474171579,75.14406019
-50637.0049289287,1049.58982228205,1850.71626885658,75.40226499
-49877.0889831894,1607.99659091374,1809.26012010913,75.66806139
-49224.2390609043,2093.58021589837,1762.40861735127,75.94157659
-49485.8643297526,-644.365042123777,2931.62377621259,76.22292829
-48086.5937428542,478.707176638822,2581.65056052469,76.51222459
-47299.6941435193,1040.57612644848,2527.39091143813,76.80956429
-46920.0066317882,1225.64778542904,2507.55347659338,77.11503609
-45993.2230651966,1830.21884516309,2461.92297888366,77.42871919
-45501.5528097473,2183.84919041208,2414.82086821635,77.75068299
-44667.7234662654,2649.3980420989,2374.66139620846,78.08098729
-43875.9104220409,3246.5972994898,2288.97143927796,78.41968179
-42801.566045065,3827.76237932634,2242.11388062933,78.76680669
-42221.3735884754,4211.75644457498,2194.91559293943,79.12239249
-41526.6952977937,4582.30919535193,2157.39310460051,79.48645969
-41285.8687354951,4479.5544088612,2214.66428524177,79.85901939
-40071.4658753486,5240.20910157697,2107.94865718874,80.24007289
-39289.0503065001,5560.61494808219,2089.7332278275,80.62961209
-38664.7339173456,5890.92902806399,2039.16901755551,81.02761939
-38644.2301118669,5699.66899531132,2120.83142107054,81.43406759
-38203.3255073515,5673.42405637966,2175.0597851281,81.84892049
-37684.8058119656,5952.55785028183,2144.49800700179,82.27213249
-36996.0251672243,6198.27156251786,2133.20850532264,82.70364899
-36718.6427512458,6302.08313458828,2140.26130746703,83.14340649
-35700.8003056691,6723.55027349226,2095.50067820475,83.59133269
-35136.5896367388,6825.56769012868,2105.78051140951,84.04734639
-33802.5756436157,7482.04456678608,2017.54478138987,84.51135839
-32914.6774365722,7759.78055217871,2003.26950222945,84.98327049
-31393.0359985257,8596.31011008121,1852.26834991374,85.46297689
-30485.0567653177,9127.96240531408,1487.30674476909,85.95036349
-29810.3766783038,9383.8024678622,1694.36482229711,86.44530849
-28369.6968420963,10066.0091690473,1582.99233024242,86.94768249
-26955.9018215819,10824.0810350822,1432.17369660423,87.45734849
-25283.6574718887,11758.1111322481,1214.51429903675,87.97416269
-24287.2424845486,11931.3928541819,1212.70344315435,88.49797399
-22901.8994803755,12632.798538268,1065.12957984985,89.02862459
-13759.7872408254,2734.55327006717,4543.82661740347,89.56595029
5035.09777346139,4348.23141970446,4736.62951092457,90.10978049
23950.7570781253,5189.17247272281,4941.71805682929,90.65993869
42760.8976453296,5132.87958224195,5315.19565436522,91.21624249
66203.9195171241,5456.15605467548,5484.37745288249,91.77850389
93568.9842110804,5572.05919469134,5488.41960903159,92.34652969
119905.42927601,5149.62493772698,5806.11204319796,92.92012179
149184.916734251,4429.54588241749,5999.25343348136,93.49907719
183923.305632768,3784.63901493717,6006.0138105592,94.08318849
217850.103291716,2765.37617506137,6079.61155482468,94.67224389
255056.647631721,1776.34607447728,6007.58420075432,95.26602799
292553.109043243,594.601414627032,5904.03341374576,95.86432149
333603.99961504,-862.418625498313,5783.94978324506,96.46690179
377061.223974687,-2233.22127001735,5498.38414962582,97.07354329
422297.678811422,-3586.29785700265,5133.58356081885,97.68401759
466607.265108591,-5426.85195211317,4894.57213584095,98.29809379
522489.762007326,-6936.51333500762,4192.30713214316,98.91553869
574690.053931338,-8287.71665441753,3437.4145029468,99.53611729
625604.05293791,-10835.8559370944,3150.49242904785,100.15959299
682427.403603563,-12755.6228685276,2403.93812185201,100.78572789
741477.563407996,-15098.6423061606,1438.5708301929,101.41428279
784742.683740979,-18253.1556122773,1761.1488758211,102.04501829
850587.467350454,-20584.7102960726,789.202686127941,102.67769409
916663.147702888,-22950.6904286181,-235.609990302202,103.31207009
970744.629575891,-26465.7758400526,-465.009346410537,103.94790599
1042365.23470866,-28839.7742932123,-1747.61559479065,104.58496239
1104582.90061662,-31890.8642527767,-2468.2705113988,105.22300039
1120827.46892111,-36261.9483161625,-1157.35762805881,105.86178209
1169557.14503554,-39348.8398314943,-1490.43436988147,106.50107109
1229592.03791925,-42432.8993210654,-2193.24511890445,107.14063259
1285369.21352629,-45536.006176106,-2640.34660201573,107.78023349
1351263.78686512,-48695.8329743708,-4082.78870126688,108.41964329
-2034.15001364785,9086.99496211514,4181.74216445096,109.05863339
2547.30132363168,10651.6857765645,3612.21338813885,109.69697859
5545.30051492262,12111.6129598012,3192.47799040832,110.33445629
8661.3399077169,13368.3420189913,2859.01618199369,110.97084719
13263.1808585458,15029.2476648876,2392.37563461427,111.60593589
15071.7024737935,15910.1860962773,2105.47128786828,112.23951039
20342.8669763247,17972.907542018,1475.1382028982,112.87136309
22254.8889836329,18681.982278465,1284.20646354258,113.50129069
24363.687352525,19317.0495641866,1092.18215734272,114.12909419
27316.3916370031,20318.3088207711,207.909914950601,114.75457989
29848.2722281905,21204.794500569,443.841061399466,115.37755879
32719.3091296578,21819.707555767,284.417114537165,115.99784729
36552.2972291006,22813.4952998737,-17.1362675156418,116.61526749
38750.5283943651,23611.4064440696,-286.02536643368,117.22964709
42553.5052288584,24304.8411603782,-468.031103943077,117.84081969
43478.0155892023,24235.8401553859,-409.754819767457,118.44862539
47192.7748166666,24942.8313607381,-639.843480822893,119.05291029
48883.4240447727,24996.1044763313,-615.589919898295,119.65352739
52129.6081483448,25669.0345305829,-818.214267162811,120.25033629
52826.9756698879,25755.5071436394,-818.319942224034,120.84320359
54013.7929186934,25988.9450915247,-893.769898320282,121.43200309
52575.7560781927,25476.6640595235,-709.882109276127,122.01661589
54784.14092575,26200.1395850952,-965.653487475582,122.59693039
56206.2206171409,26389.9693174188,-1006.37069488512,123.17284279
60519.1407577435,27390.0242716701,-1789.26681584965,123.74425709
59538.2927753568,26681.8309682836,-1048.06700944097,124.31108509
61013.1659210572,26892.2995871513,-1083.10712513201,124.87324669
61087.1183945652,26344.5282340534,-845.983462343455,125.43066989
63361.1995524692,26703.3369173112,-983.63220501628,125.98329099
62160.4087298502,25951.889883453,-707.791830015914,126.53105479
64016.5409784342,26077.8688459785,-700.356635548349,127.07391449
65514.8887838652,25796.0727697123,-519.928892150482,127.61183179
41114.2482049585,17425.4838302263,3217.90117526361,128.14477709
42601.4019243825,18321.9465574579,3027.1080336801,128.67272959
44585.1847582906,18992.4729416368,2783.36029500208,129.19567719
47983.3604280198,19676.7370530222,2378.30525552788,129.71361669
53009.5013107135,20903.9223424128,1999.20431474371,130.22655369
54709.8919236531,21520.8100263005,1789.0355398326,130.73450289
58945.0074825113,22531.4933822484,1485.20943886704,131.23748779
62122.7937838269,23807.3986198692,1033.77158365083,131.73554089
63397.3740835569,24053.7917181431,965.588290588923,132.22870369
62953.5703625698,23904.8350250629,1041.67345074907,132.71702669
65305.0966649562,24422.8740921574,894.389079975191,133.20056919
66113.143749415,24571.5368212576,915.83622501267,133.67939979
70885.318042743,25807.1839508699,-268.200554112984,134.15359559
72232.0224485832,26147.4955259729,360.842216696822,134.62324289
75969.1293609856,27106.9506069051,55.5117222753067,135.08843669
76536.8939641343,27533.6876607554,372.423871681484,135.54928089
63775.0923099901,25420.0808760252,3046.4359725771,136.00588789
90122.239754111,30669.1530132345,-1127.93726570795,136.45837889
90774.8719415836,30720.3771367512,-961.329853932588,136.90688359
82994.9596156299,28733.9796520112,195.543942812213,137.35154019
71175.3812707585,26665.5530914208,2713.27513649771,137.79249539
89290.73649125,29101.5407809648,-418.56620793193,138.22990369
93654.5923468566,30224.9375509501,-843.763270441428,138.66392829
97563.0137128761,30954.6495886244,-1606.38383746902,139.09473989
75313.8574094835,23976.6101448765,1564.88591464577,139.52251739
58615.3138952343,19083.2790897423,3287.42624595916,139.94744729
42141.3105007755,17342.8237245484,6369.6558534543,140.36972359
