Var1_1,Var1_2,Var1_3,Var1_4
-63489.5724236682,-10553.8834314183,-32.3198662656245,56.63012462
-63354.2096783139,-10267.6218659427,84.5724022869171,56.85590926
-63253.6778931271,-10084.080692389,166.548343674567,57.09266062
-63198.7986089714,-9979.03449724756,202.200851493016,57.34027594
-63100.5695748517,-9799.37167742132,268.750627805001,57.59863751
-63044.2678896506,-9727.42268507669,305.716648817007,57.86761319
-62984.4415696873,-9642.54138740787,337.046681527956,58.14705691
-62866.4136843819,-9424.53278395391,407.974997826475,58.43680918
-62760.8921355766,-9248.39045122536,473.259422685737,58.7366976
-62675.3093040651,-9137.4862088259,511.850694842392,59.04653739
-62547.0806641605,-8936.94821484925,577.401186854862,59.3661319
-62449.3754203051,-8768.38721524816,621.900708589371,59.69527314
-62316.6843506857,-8546.08834940564,678.234755857008,60.03374228
-62230.2476563372,-8385.23412993549,715.589697755236,60.38131024
-62122.2832802227,-8224.38731169401,751.487855886375,60.73773814
-62050.7641652796,-8160.28891106861,778.912869554379,61.10277786
-61874.1843720546,-7929.49012146572,839.17640138234,61.47617257
-61748.7312374714,-7753.00284145261,884.022265201468,61.85765724
-61535.5385123546,-7450.3114847803,944.932890074436,62.24695918
-61413.054785453,-7284.71092872243,978.923115122331,62.64379852
-61325.0706476049,-7158.98438350828,1004.1386060325,63.04788882
-61161.651250713,-6942.81992884182,1038.97498884668,63.45893742
-61118.9581765708,-6911.86531467653,1055.89693903523,63.87664602
-61075.8356995994,-6872.31817497267,1065.85509462846,64.30071142
-60991.303648606,-6822.762715411,1092.95004283868,64.73082562
-60788.497941564,-6560.61587152237,1135.07662686761,65.16667652
-60600.8895656198,-6329.03678081868,1166.55284418948,65.60794852
-60425.8195591037,-6121.63949313474,1090.38962707875,66.05432272
-60267.7573305036,-5963.75417452375,1232.49226359028,66.50547772
-59973.685355967,-5601.29345330368,1277.99804119902,66.96108992
-59754.6024822837,-5350.42142888714,1307.22887229885,67.42083382
-59769.855722354,-5352.56365082517,1300.95862959385,67.88438302
-59942.2475081139,-7312.77877773905,1709.2170795512,68.35140992
-59884.086412777,-7115.47631835674,1623.65135037642,68.82158692
-59804.3040009871,-6974.41473945064,1629.78930583813,69.29458622
-59670.0970534871,-6862.79272556837,1650.8560410863,69.77008072
-59308.0690584306,-6419.62652751235,1713.77968703596,70.24774422
-59167.9525536327,-6308.84111864494,1732.54151150836,70.72725192
-59019.2230253347,-6166.54434485745,1761.32486368175,71.20828062
-58767.3062353867,-5882.62044089373,1785.79251144138,71.69050942
-58404.4318060807,-5554.7354862718,1830.02311841811,72.17361992
-58395.1627988258,-5550.79967750637,1837.25683766667,72.65729662
-58161.4632257156,-5410.48851512854,1866.01881412633,73.14122732
-57717.9697284066,-4942.35673819371,1898.8748865769,73.62510362
-57489.6426178716,-4765.39786644674,1926.485953967,74.10862082
-57256.7870903754,-4623.22785284407,1957.20527886744,74.59147872
-57089.5733297348,-4498.43106503916,1971.01197849369,75.07338192
-56682.079957347,-4087.20549058143,1984.02280104377,75.55403992
-56097.4448551438,-3487.82700945682,1991.84896568319,76.03316742
-55706.6460042496,-3163.13790877951,2002.53621806085,76.51048482
-55327.3759766426,-2867.30692530232,2022.19902622318,76.98571832
-55098.9710742204,-2667.06965133863,2017.78804077664,77.45860052
-54591.4827747806,-2209.13449822205,2004.20930663227,77.92887032
-54369.7347343834,-1976.57877845079,1999.96112526779,78.39627322
-53862.5781390813,-1551.47078982332,1991.13282531875,78.86056192
-53573.6472001063,-1322.24433923988,1982.44117373238,79.32149602
-52965.1742536617,-792.619741503637,1961.81007704839,79.77884272
-52688.0447574775,-536.694308457896,1937.95240767552,80.23237692
-52401.060993515,-292.160201401543,1920.04198476349,80.68188122
-51799.2856810884,159.710266553429,1902.17759237568,81.12714622
-51143.9632919628,624.662204982016,1890.05474171579,81.56797092
-50637.0049289287,1049.58982228205,1850.71626885658,82.00416252
-49877.0889831894,1607.99659091374,1809.26012010913,82.43553692
-49224.2390609043,2093.58021589837,1762.40861735127,82.86191872
-49485.8643297526,-644.365042123777,2931.62377621259,83.28314122
-48086.5937428542,478.707176638822,2581.65056052469,83.69904692
-47299.6941435193,1040.57612644848,2527.39091143813,84.10948732
-46920.0066317882,1225.64778542904,2507.55347659338,84.51432302
-45993.2230651966,1830.21884516309,2461.92297888366,84.91342422
-45501.5528097473,2183.84919041208,2414.82086821635,85.30667022
-44667.7234662654,2649.3980420989,2374.66139620846,85.69395002
-43875.9104220409,3246.5972994898,2288.97143927796,86.07516212
-42801.566045065,3827.76237932634,2242.11388062933,86.45021462
-42221.3735884754,4211.75644457498,2194.91559293943,86.81902522
-41526.6952977937,4582.30919535193,2157.39310460051,87.18152142
-41285.8687354951,4479.5544088612,2214.66428524177,87.53764042
-40071.4658753486,5240.20910157697,2107.94865718874,87.88732932
-39289.0503065001,5560.61494808219,2089.7332278275,88.23054462
-38664.7339173456,5890.92902806399,2039.16901755551,88.56725302
-38644.2301118669,5699.66899531132,2120.83142107054,88.89743062
-38203.3255073515,5673.42405637966,2175.0597851281,89.22106352
-37684.8058119656,5952.55785028183,2144.49800700179,89.53814732
-36996.0251672243,6198.27156251786,2133.20850532264,89.84868742
-36718.6427512458,6302.08313458828,2140.26130746703,90.15269892
-35700.8003056691,6723.55027349226,2095.50067820475,90.45020642
-35136.5896367388,6825.56769012868,2105.78051140951,90.74124382
-33802.5756436157,7482.04456678608,2017.54478138987,91.02585492
-32914.6774365722,7759.78055217871,2003.26950222945,91.30409252
-31393.0359985257,8596.31011008121,1852.26834991374,91.57601882
-30485.0567653177,9127.96240531408,1487.30674476909,91.84170532
-29810.3766783038,9383.8024678622,1694.36482229711,92.10123232
-28369.6968420963,10066.0091690473,1582.99233024242,92.35468932
-26955.9018215819,10824.0810350822,1432.17369660423,92.60217472
-25283.6574718887,11758.1111322481,1214.51429903675,92.84379532
-24287.2424845486,11931.3928541819,1212.70344315435,93.07966692
-22901.8994803755,12632.798538268,1065.12957984985,93.30991352
-13759.7872408254,2734.55327006717,4543.82661740347,93.53466762
5035.09777346139,4348.23141970446,4736.62951092457,93.75406952
23950.7570781253,5189.17247272281,4941.71805682929,93.96826802
42760.8976453296,5132.87958224195,5315.19565436522,94.17741932
66203.9195171241,5456.15605467548,5484.37745288249,94.38168742
93568.9842110804,5572.05919469134,5488.41960903159,94.58124392
119905.42927601,5149.62493772698,5806.11204319796,94.77626762
149184.916734251,4429.54588241749,5999.25343348136,94.96694442
183923.305632768,3784.63901493717,6006.0138105592,95.15346712
217850.103291716,2765.37617506137,6079.61155482468,95.33603532
255056.647631721,1776.34607447728,6007.58420075432,95.51485512
292553.109043243,594.601414627032,5904.03341374576,95.69013872
333603.99961504,-862.418625498313,5783.94978324506,95.86210472
377061.223974687,-2233.22127001735,5498.38414962582,96.03097732
422297.678811422,-3586.29785700265,5133.58356081885,96.19698662
466607.265108591,-5426.85195211317,4894.57213584095,96.36036792
522489.762007326,-6936.51333500762,4192.30713214316,96.52136182
574690.053931338,-8287.71665441753,3437.4145029468,96.68021392
625604.05293791,-10835.8559370944,3150.49242904785,96.83717442
682427.403603563,-12755.6228685276,2403.93812185201,96.99249802
741477.563407996,-15098.6423061606,1438.5708301929,97.14644382
784742.683740979,-18253.1556122773,1761.1488758211,97.29927472
850587.467350454,-20584.7102960726,789.202686127941,97.45125752
916663.147702888,-22950.6904286181,-235.609990302202,97.60266232
970744.629575891,-26465.7758400526,-465.009346410537,97.75376262
1042365.23470866,-28839.7742932123,-1747.61559479065,97.90483502
1104582.90061662,-31890.8642527767,-2468.2705113988,98.05615852
1120827.46892111,-36261.9483161625,-1157.35762805881,98.20801482
1169557.14503554,-39348.8398314943,-1490.43436988147,98.36068772
1229592.03791925,-42432.8993210654,-2193.24511890445,98.51446312
1285369.21352629,-45536.006176106,-2640.34660201573,98.66962852
1351263.78686512,-48695.8329743708,-4082.78870126688,98.82647292
-2034.15001364785,9086.99496211514,4181.74216445096,98.98528622
2547.30132363168,10651.6857765645,3612.21338813885,99.14635962
5545.30051492262,12111.6129598012,3192.47799040832,99.30998462
8661.3399077169,13368.3420189913,2859.01618199369,99.47645322
13263.1808585458,15029.2476648876,2392.37563461427,99.64605762
15071.7024737935,15910.1860962773,2105.47128786828,99.81908982
20342.8669763247,17972.907542018,1475.1382028982,99.99584132
22254.8889836329,18681.982278465,1284.20646354258,100.17660302
24363.687352525,19317.0495641866,1092.18215734272,100.36166482
27316.3916370031,20318.3088207711,207.909914950601,100.55131552
29848.2722281905,21204.794500569,443.841061399466,100.74584232
32719.3091296578,21819.707555767,284.417114537165,100.94553092
36552.2972291006,22813.4952998737,-17.1362675156418,101.15066482
38750.5283943651,23611.4064440696,-286.02536643368,101.36152552
42553.5052288584,24304.8411603782,-468.031103943077,101.57839182
43478.0155892023,24235.8401553859,-409.754819767457,101.80153992
47192.7748166666,24942.8313607381,-639.843480822893,102.03124312
48883.4240447727,24996.1044763313,-615.589919898295,102.26777142
52129.6081483448,25669.0345305829,-818.214267162811,102.51139132
52826.9756698879,25755.5071436394,-818.319942224034,102.76236572
54013.7929186934,25988.9450915247,-893.769898320282,103.02095352
52575.7560781927,25476.6640595235,-709.882109276127,103.28740952
54784.14092575,26200.1395850952,-965.653487475582,103.56198402
56206.2206171409,26389.9693174188,-1006.37069488512,103.84492282
60519.1407577435,27390.0242716701,-1789.26681584965,104.13646682
59538.2927753568,26681.8309682836,-1048.06700944097,104.43685192
61013.1659210572,26892.2995871513,-1083.10712513201,104.74630852
61087.1183945652,26344.5282340534,-845.983462343455,105.06506192
63361.1995524692,26703.3369173112,-983.63220501628,105.39333132
62160.4087298502,25951.889883453,-707.791830015914,105.73133032
64016.5409784342,26077.8688459785,-700.356635548349,106.07926622
65514.8887838652,25796.0727697123,-519.928892150482,106.43734022
41114.2482049585,17425.4838302263,3217.90117526361,106.80574692
42601.4019243825,18321.9465574579,3027.1080336801,107.18467422
44585.1847582906,18992.4729416368,2783.36029500208,107.57430322
47983.3604280198,19676.7370530222,2378.30525552788,107.97480812
53009.5013107135,20903.9223424128,1999.20431474371,108.38635572
54709.8919236531,21520.8100263005,1789.0355398326,108.80910562
58945.0074825113,22531.4933822484,1485.20943886704,109.24321002
62122.7937838269,23807.3986198692,1033.77158365083,109.68881302
63397.3740835569,24053.7917181431,965.588290588923,110.14605152
62953.5703625698,23904.8350250629,1041.67345074907,110.61505392
65305.0966649562,24422.8740921574,894.389079975191,111.09594092
66113.143749415,24571.5368212576,915.83622501267,111.58882472
70885.318042743,25807.1839508699,-268.200554112984,112.09380932
72232.0224485832,26147.4955259729,360.842216696822,112.61099032
75969.1293609856,27106.9506069051,55.5117222753067,113.14045462
76536.8939641343,27533.6876607554,372.423871681484,113.68228042
63775.0923099901,25420.0808760252,3046.4359725771,114.23653742
90122.239754111,30669.1530132345,-1127.93726570795,114.80328602
90774.8719415836,30720.3771367512,-961.329853932588,115.38257792
82994.9596156299,28733.9796520112,195.543942812213,115.97445582
71175.3812707585,26665.5530914208,2713.27513649771,116.57895312
89290.73649125,29101.5407809648,-418.56620793193,117.19609412
93654.5923468566,30224.9375509501,-843.763270441428,117.82589402
97563.0137128761,30954.6495886244,-1606.38383746902,118.46835842
75313.8574094835,23976.6101448765,1564.88591464577,119.12348382
58615.3138952343,19083.2790897423,3287.42624595916,119.79125722
42141.3105007755,17342.8237245484,6369.6558534543,120.47165622
